epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7518672347068787,0.0005000000237487257,0.5669792890548706,0.6623134613037109,0.6760261654853821
1,0.8101660013198853,0.0005000000237487257,0.5001497268676758,0.7108209133148193,0.6763250827789307
2,0.8163900375366211,0.0005000000237487257,0.47909730672836304,0.7723880410194397,0.609296441078186
3,0.8236514329910278,0.0005000000237487257,0.4630517363548279,0.7910447716712952,0.5892800688743591
4,0.8325726389884949,0.0005000000237487257,0.4543497562408447,0.8041045069694519,0.5682119727134705
5,0.8327800631523132,0.0005000000237487257,0.4435865581035614,0.8283582329750061,0.5350556373596191
6,0.8371369242668152,0.0005000000237487257,0.43841344118118286,0.8152984976768494,0.5307096838951111
7,0.8373444080352783,0.0005000000237487257,0.43100565671920776,0.8339552283287048,0.5157716870307922
8,0.8356846570968628,0.0005000000237487257,0.42638662457466125,0.8320895433425903,0.5131319761276245
9,0.836929440498352,0.0005000000237487257,0.4202348589897156,0.8208954930305481,0.51063072681427
10,0.8435684442520142,0.0005000000237487257,0.41522154211997986,0.8171641826629639,0.5112550258636475
11,0.8450207710266113,0.0005000000237487257,0.40983283519744873,0.8376865386962891,0.4810621440410614
12,0.8470954298973083,0.0005000000237487257,0.40571290254592896,0.8320895433425903,0.4803740084171295
13,0.8497925400733948,0.0005000000237487257,0.40078845620155334,0.8451492786407471,0.4567709267139435
14,0.8504149317741394,0.0005000000237487257,0.39956000447273254,0.8414179086685181,0.4627173840999603
15,0.8541494011878967,0.0005000000237487257,0.39207911491394043,0.8451492786407471,0.45019084215164185
16,0.8535269498825073,0.0005000000237487257,0.390656054019928,0.8507462739944458,0.44353950023651123
17,0.8549792766571045,0.0005000000237487257,0.3902583420276642,0.8526119589805603,0.4344922602176666
18,0.8549792766571045,0.0005000000237487257,0.3895096778869629,0.8414179086685181,0.44202733039855957
19,0.855394184589386,0.0005000000237487257,0.38414621353149414,0.8432835936546326,0.43247154355049133
20,0.8560165762901306,0.0005000000237487257,0.3830433785915375,0.8339552283287048,0.45080578327178955
21,0.8535269498825073,0.0005000000237487257,0.3855918347835541,0.85447758436203,0.42459434270858765
22,0.8545643091201782,0.0005000000237487257,0.379580020904541,0.8470149040222168,0.4377673864364624
23,0.853319525718689,0.0005000000237487257,0.3817535936832428,0.8507462739944458,0.4309263229370117
24,0.8582987785339355,0.0005000000237487257,0.38142627477645874,0.8600746393203735,0.41521626710891724
25,0.8599585294723511,0.0005000000237487257,0.37145206332206726,0.8694030046463013,0.4087923765182495
26,0.8601659536361694,0.0005000000237487257,0.3773920238018036,0.8470149040222168,0.43257132172584534
27,0.858713686466217,0.0005000000237487257,0.3762281537055969,0.8656716346740723,0.41389045119285583
28,0.865145206451416,0.0005000000237487257,0.3711605668067932,0.8638059496879578,0.40886983275413513
29,0.8628630638122559,0.0002500000118743628,0.37219151854515076,0.861940324306488,0.4109642803668976
30,0.8568464517593384,0.0002500000118743628,0.3750995099544525,0.8768656849861145,0.3995850384235382
31,0.8597510457038879,0.0002500000118743628,0.3718068301677704,0.8768656849861145,0.3949172794818878
32,0.8665975332260132,0.0002500000118743628,0.36722028255462646,0.871268630027771,0.40426620841026306
33,0.8624481558799744,0.0002500000118743628,0.37052005529403687,0.8600746393203735,0.4114139676094055
34,0.8649377822875977,0.0002500000118743628,0.37007373571395874,0.8694030046463013,0.40388375520706177
35,0.8672199249267578,0.0001250000059371814,0.3649783432483673,0.878731369972229,0.3841940462589264
36,0.8601659536361694,0.0001250000059371814,0.37089258432388306,0.8768656849861145,0.3945481777191162
37,0.8626555800437927,0.0001250000059371814,0.3649492859840393,0.878731369972229,0.3864952623844147
38,0.8649377822875977,0.0001250000059371814,0.36645615100860596,0.878731369972229,0.38798069953918457
39,0.8661825656890869,6.25000029685907e-05,0.3614687919616699,0.878731369972229,0.3861900568008423
40,0.8659750819206238,6.25000029685907e-05,0.3609047532081604,0.8768656849861145,0.38421356678009033
41,0.8585062026977539,6.25000029685907e-05,0.3667621612548828,0.8768656849861145,0.3827619254589081
42,0.8709543347358704,6.25000029685907e-05,0.36310744285583496,0.878731369972229,0.38692256808280945
43,0.86639004945755,6.25000029685907e-05,0.36370599269866943,0.8768656849861145,0.38405343890190125
44,0.865145206451416,6.25000029685907e-05,0.3645229637622833,0.8768656849861145,0.3846300542354584
45,0.86639004945755,3.125000148429535e-05,0.3626108169555664,0.8768656849861145,0.3855744004249573
46,0.8632780313491821,3.125000148429535e-05,0.3643374741077423,0.8768656849861145,0.38282346725463867
47,0.8649377822875977,3.125000148429535e-05,0.3681696653366089,0.8768656849861145,0.3845036029815674
48,0.8653526902198792,1.5625000742147677e-05,0.36276882886886597,0.8768656849861145,0.3841519355773926
49,0.8639004230499268,1.5625000742147677e-05,0.3610180616378784,0.878731369972229,0.38378238677978516
