epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.41928064823150635,1.2473794221878052,0.44747820496559143,1.2068761587142944
1,0.4468723237514496,1.20844566822052,0.45748716592788696,1.194206714630127
2,0.45418816804885864,1.198537826538086,0.463036447763443,1.186400294303894
3,0.45774635672569275,1.1920115947723389,0.46523234248161316,1.181891918182373
4,0.4607936143875122,1.1883622407913208,0.46570885181427,1.1785204410552979
5,0.4628578722476959,1.184084415435791,0.4696410298347473,1.1750409603118896
6,0.46414312720298767,1.1809327602386475,0.4712071418762207,1.1726685762405396
7,0.4656456410884857,1.1774604320526123,0.470815509557724,1.1699020862579346
8,0.4673819839954376,1.1742911338806152,0.47277310490608215,1.1670345067977905
9,0.47053584456443787,1.170762062072754,0.4735220670700073,1.1637344360351562
10,0.4712422490119934,1.1680006980895996,0.4759051203727722,1.1615064144134521
11,0.4723317325115204,1.1656115055084229,0.4777775704860687,1.1584604978561401
12,0.4740172028541565,1.162370204925537,0.478441447019577,1.1556214094161987
13,0.4755491316318512,1.1600239276885986,0.48062023520469666,1.154273271560669
14,0.4771750569343567,1.1573008298873901,0.48060327768325806,1.151953101158142
15,0.47900092601776123,1.1540950536727905,0.481965035200119,1.1503329277038574
16,0.4797925055027008,1.1523903608322144,0.4840417206287384,1.1475951671600342
17,0.4817628562450409,1.1490517854690552,0.4847906231880188,1.1449189186096191
18,0.48361867666244507,1.146749496459961,0.48538658022880554,1.1428009271621704
19,0.4848955273628235,1.1437926292419434,0.48642483353614807,1.1404032707214355
20,0.4859127998352051,1.1414289474487305,0.4892164170742035,1.138091802597046
21,0.48799386620521545,1.1384379863739014,0.4896760880947113,1.1360664367675781
22,0.4890151023864746,1.1363240480422974,0.4918038249015808,1.1330537796020508
23,0.491504967212677,1.132442593574524,0.4932847023010254,1.1316006183624268
24,0.491254061460495,1.1309397220611572,0.4947827160358429,1.1292473077774048
25,0.49424150586128235,1.1271978616714478,0.4961785674095154,1.126693844795227
26,0.4956119954586029,1.1247665882110596,0.49418696761131287,1.1268115043640137
27,0.49830618500709534,1.1221519708633423,0.4981020987033844,1.1233702898025513
28,0.49859562516212463,1.1200374364852905,0.4997020959854126,1.1204612255096436
29,0.4999829828739166,1.1166396141052246,0.49971917271614075,1.1203848123550415
30,0.5014513731002808,1.114122986793518,0.5017277598381042,1.1164220571517944
31,0.5027706623077393,1.1114367246627808,0.5034129023551941,1.115354061126709
32,0.5040560960769653,1.1084932088851929,0.5054556727409363,1.112268328666687
33,0.5060943961143494,1.1058449745178223,0.5043322443962097,1.1113327741622925
