epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.42328155040740967,1.239192247390747,0.44963666796684265,1.2036898136138916
1,0.4505990147590637,1.2029321193695068,0.45930466055870056,1.1916457414627075
2,0.4570634961128235,1.192679762840271,0.46406614780426025,1.1827309131622314
3,0.46185731887817383,1.1846181154251099,0.46804171800613403,1.1749749183654785
4,0.4659058153629303,1.1775295734405518,0.47176799178123474,1.1674187183380127
5,0.4696935713291168,1.1711381673812866,0.4775952398777008,1.1598055362701416
6,0.47285234928131104,1.1649142503738403,0.48048722743988037,1.1524055004119873
7,0.4765230715274811,1.1588703393936157,0.4843534231185913,1.145570993423462
8,0.47975626587867737,1.1530567407608032,0.48817381262779236,1.137931227684021
9,0.4837042987346649,1.1470201015472412,0.49304723739624023,1.1308714151382446
10,0.48757660388946533,1.140498399734497,0.49855655431747437,1.1227127313613892
11,0.49067753553390503,1.1345224380493164,0.5039132237434387,1.113963007926941
12,0.4945301413536072,1.1282851696014404,0.508651852607727,1.1056205034255981
13,0.4978523850440979,1.1219943761825562,0.5124976634979248,1.0978165864944458
14,0.5012044906616211,1.1160305738449097,0.5187268257141113,1.0882740020751953
15,0.5048777461051941,1.1096290349960327,0.5244268774986267,1.0786796808242798
16,0.5083545446395874,1.103839635848999,0.5276165008544922,1.0697968006134033
17,0.5109206438064575,1.0981699228286743,0.5330952405929565,1.061144471168518
18,0.5140660405158997,1.0924453735351562,0.5363509654998779,1.0547982454299927
19,0.5171364545822144,1.087268352508545,0.5412498712539673,1.045371174812317
20,0.5198825001716614,1.0820395946502686,0.5474408268928528,1.0361796617507935
21,0.5222959518432617,1.0773169994354248,0.5495646595954895,1.0308213233947754
22,0.5248512029647827,1.0721673965454102,0.556233823299408,1.0210213661193848
23,0.5270757675170898,1.0677975416183472,0.5598100423812866,1.0152201652526855
24,0.5295261144638062,1.0631757974624634,0.564792811870575,1.0060545206069946
25,0.531702995300293,1.0589234828948975,0.5676823258399963,1.0001760721206665
26,0.5337851047515869,1.0552449226379395,0.5746744871139526,0.9929929971694946
