epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.41753047704696655,1.2494522333145142,0.44781288504600525,1.205988883972168
1,0.4453296959400177,1.2102712392807007,0.45585310459136963,1.193353533744812
2,0.4511760473251343,1.2012537717819214,0.4604509472846985,1.187859058380127
3,0.4560079574584961,1.194966435432434,0.46313098073005676,1.1835215091705322
4,0.458128958940506,1.1911122798919678,0.46512264013290405,1.1802564859390259
5,0.4605327546596527,1.1877365112304688,0.4661061465740204,1.1775486469268799
6,0.4625920355319977,1.184085726737976,0.46804848313331604,1.1757471561431885
7,0.4640427827835083,1.1803900003433228,0.46962207555770874,1.1731065511703491
8,0.4647868573665619,1.1779043674468994,0.46999096870422363,1.170588493347168
9,0.46709203720092773,1.1750341653823853,0.4698433578014374,1.1680234670639038
10,0.4682292938232422,1.1726340055465698,0.47257256507873535,1.1654084920883179
11,0.4695388674736023,1.1692289113998413,0.4763345718383789,1.163750171661377
12,0.47097116708755493,1.1660747528076172,0.4761623740196228,1.1626814603805542
13,0.4731842875480652,1.1647223234176636,0.47613781690597534,1.1606649160385132
14,0.4734548330307007,1.1613324880599976,0.47812944650650024,1.1594858169555664
15,0.4765161871910095,1.1589529514312744,0.4787931442260742,1.1574375629425049
16,0.47711870074272156,1.1569392681121826,0.4779326319694519,1.1555817127227783
17,0.47786885499954224,1.153439998626709,0.4792604148387909,1.1545405387878418
18,0.4799098074436188,1.1520084142684937,0.4807848632335663,1.1532105207443237
19,0.48199984431266785,1.1488560438156128,0.48226022720336914,1.1511114835739136
20,0.4830142855644226,1.1462244987487793,0.48223555088043213,1.1516268253326416
21,0.48410874605178833,1.1432569026947021,0.4806865155696869,1.1492692232131958
22,0.48590371012687683,1.1405079364776611,0.48361241817474365,1.146679162979126
23,0.48744678497314453,1.138365626335144,0.48226016759872437,1.145654320716858
24,0.4890635013580322,1.1365091800689697,0.4847433865070343,1.1439911127090454
25,0.4904344081878662,1.133817434310913,0.48548105359077454,1.143188714981079
26,0.4921741485595703,1.1298136711120605,0.48557934165000916,1.1416641473770142
27,0.49390149116516113,1.1279735565185547,0.4842517077922821,1.141456127166748
28,0.49406132102012634,1.1254552602767944,0.4890953600406647,1.1387355327606201
29,0.4965573847293854,1.122768521308899,0.4867842197418213,1.13816237449646
30,0.4975287616252899,1.12062668800354,0.49012815952301025,1.137260913848877
31,0.5003259778022766,1.1169569492340088,0.48921826481819153,1.135861873626709
32,0.5012417435646057,1.1142412424087524,0.4913575053215027,1.1359360218048096
33,0.5030182003974915,1.1118314266204834,0.4911363422870636,1.1340539455413818
34,0.5040697455406189,1.1089558601379395,0.4902019202709198,1.1347475051879883
35,0.5043032765388489,1.1073380708694458,0.4906935393810272,1.134523630142212
36,0.5059139728546143,1.1043637990951538,0.49076732993125916,1.133187174797058
37,0.5088586807250977,1.1024082899093628,0.4938407838344574,1.1308071613311768
38,0.5098851919174194,1.0995360612869263,0.4900052547454834,1.1341630220413208
39,0.5107826590538025,1.0958123207092285,0.49275892972946167,1.1308937072753906
40,0.5112993121147156,1.0943251848220825,0.49391457438468933,1.130004644393921
41,0.5122584104537964,1.0923693180084229,0.493865430355072,1.1311110258102417
42,0.5157499313354492,1.0895243883132935,0.491627961397171,1.1304188966751099
43,0.5151843428611755,1.087111473083496,0.49376705288887024,1.1301311254501343
44,0.5172132849693298,1.0847920179367065,0.4950210750102997,1.129196286201477
45,0.5186763405799866,1.0818604230880737,0.49499642848968506,1.129367709159851
46,0.5206373929977417,1.0792447328567505,0.4940621852874756,1.1288988590240479
47,0.5215287804603577,1.0766583681106567,0.49610283970832825,1.1280866861343384
48,0.5229058265686035,1.0751253366470337,0.4954144358634949,1.1281936168670654
49,0.5234529376029968,1.0725538730621338,0.49556198716163635,1.1290024518966675
50,0.5256723165512085,1.0700122117996216,0.49610286951065063,1.1293814182281494
51,0.5254510641098022,1.068089485168457,0.4948243796825409,1.1314053535461426
52,0.527252197265625,1.0655086040496826,0.4923163950443268,1.1318855285644531
