epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4691101908683777,9.999999747378752e-05,0.7704995274543762,0.5726141333580017,0.7425611019134521
1,0.5915168523788452,9.999999747378752e-05,0.7311518788337708,0.7448132634162903,0.7021878361701965
2,0.6745043992996216,9.999999747378752e-05,0.6968142986297607,0.7365145087242126,0.6664291024208069
3,0.7178423404693604,9.999999747378752e-05,0.6664385795593262,0.7448132634162903,0.6342427730560303
4,0.741816520690918,9.999999747378752e-05,0.6390625834465027,0.7489626407623291,0.6049076914787292
5,0.7616413235664368,9.999999747378752e-05,0.611482560634613,0.7821576595306396,0.5786389708518982
6,0.7773167490959167,9.999999747378752e-05,0.587539792060852,0.8008298873901367,0.5547319650650024
7,0.7999078035354614,9.999999747378752e-05,0.5645065903663635,0.819502055644989,0.5323278903961182
8,0.8128169775009155,9.999999747378752e-05,0.5468330979347229,0.8257261514663696,0.5115841627120972
9,0.8248040676116943,9.999999747378752e-05,0.5220382213592529,0.8319501876831055,0.49308812618255615
10,0.8402489423751831,9.999999747378752e-05,0.5043716430664062,0.8381742835044861,0.47628751397132874
11,0.8448593616485596,9.999999747378752e-05,0.4846546947956085,0.8464730381965637,0.46235620975494385
12,0.8471645712852478,9.999999747378752e-05,0.4740409553050995,0.8526970744132996,0.45045918226242065
13,0.8529276251792908,9.999999747378752e-05,0.46562132239341736,0.8568464517593384,0.4405352473258972
14,0.8563854098320007,9.999999747378752e-05,0.4473152458667755,0.8568464517593384,0.43222880363464355
15,0.8619179129600525,9.999999747378752e-05,0.4386700987815857,0.8589211702346802,0.4248809814453125
16,0.865145206451416,9.999999747378752e-05,0.4316515326499939,0.8609958291053772,0.41844576597213745
17,0.869525134563446,9.999999747378752e-05,0.42480313777923584,0.865145206451416,0.4129970967769623
18,0.8688335418701172,9.999999747378752e-05,0.4133469760417938,0.8672199249267578,0.40745729207992554
19,0.8692945837974548,9.999999747378752e-05,0.41178038716316223,0.865145206451416,0.4031539857387543
20,0.8727524280548096,9.999999747378752e-05,0.408696711063385,0.8672199249267578,0.3997722864151001
21,0.8764407634735107,9.999999747378752e-05,0.4024578928947449,0.865145206451416,0.3957408666610718
22,0.8757491707801819,9.999999747378752e-05,0.39864978194236755,0.8692945837974548,0.39283496141433716
23,0.8732134699821472,9.999999747378752e-05,0.3970296084880829,0.8713693022727966,0.39004331827163696
24,0.8789764642715454,9.999999747378752e-05,0.39165422320365906,0.8734439611434937,0.38722124695777893
25,0.8798985481262207,9.999999747378752e-05,0.38882431387901306,0.8734439611434937,0.3849714696407318
26,0.8771322965621948,9.999999747378752e-05,0.3841947913169861,0.8734439611434937,0.38322368264198303
27,0.8801290988922119,9.999999747378752e-05,0.3817882537841797,0.8755186796188354,0.3814154863357544
28,0.8815122246742249,9.999999747378752e-05,0.3839215934276581,0.8775933384895325,0.3786887228488922
29,0.8812816739082336,9.999999747378752e-05,0.37669700384140015,0.8775933384895325,0.37750592827796936
30,0.8824343085289001,9.999999747378752e-05,0.3758620023727417,0.8775933384895325,0.3756260573863983
31,0.8824343085289001,9.999999747378752e-05,0.37633222341537476,0.8775933384895325,0.3738240599632263
32,0.8875057697296143,9.999999747378752e-05,0.36960887908935547,0.8796680569648743,0.3726541996002197
33,0.8805901408195496,9.999999747378752e-05,0.37682002782821655,0.8796680569648743,0.3708706200122833
34,0.8815122246742249,9.999999747378752e-05,0.37360575795173645,0.8796680569648743,0.3690590560436249
35,0.8833563923835754,9.999999747378752e-05,0.3671342432498932,0.8796680569648743,0.36813703179359436
36,0.8861226439476013,9.999999747378752e-05,0.3647349774837494,0.8817427158355713,0.3667075037956238
37,0.8838174343109131,9.999999747378752e-05,0.36504316329956055,0.8817427158355713,0.36586540937423706
38,0.885200560092926,9.999999747378752e-05,0.35955995321273804,0.8817427158355713,0.36524635553359985
39,0.887275218963623,9.999999747378752e-05,0.3596514165401459,0.8817427158355713,0.36432671546936035
40,0.8870447278022766,9.999999747378752e-05,0.3590669631958008,0.8817427158355713,0.3635205328464508
41,0.8861226439476013,9.999999747378752e-05,0.3602369427680969,0.8838174343109131,0.36237624287605286
42,0.8845089673995972,9.999999747378752e-05,0.3580027222633362,0.8838174343109131,0.36094576120376587
43,0.8875057697296143,9.999999747378752e-05,0.3550415635108948,0.8838174343109131,0.3607464134693146
44,0.8893499374389648,9.999999747378752e-05,0.3551320433616638,0.8838174343109131,0.36027365922927856
45,0.8858920931816101,9.999999747378752e-05,0.35434412956237793,0.8838174343109131,0.35920730233192444
46,0.8888888955116272,9.999999747378752e-05,0.3520289659500122,0.8838174343109131,0.35779789090156555
47,0.888658344745636,9.999999747378752e-05,0.3519422113895416,0.8838174343109131,0.35741546750068665
48,0.8898109793663025,9.999999747378752e-05,0.3489755690097809,0.8838174343109131,0.356794536113739
49,0.8900414705276489,9.999999747378752e-05,0.34804174304008484,0.8838174343109131,0.35642001032829285
50,0.8868141770362854,9.999999747378752e-05,0.34526753425598145,0.8838174343109131,0.35617873072624207
51,0.8905025124549866,9.999999747378752e-05,0.3445979952812195,0.8838174343109131,0.3545348346233368
52,0.8909635543823242,9.999999747378752e-05,0.3461170196533203,0.8817427158355713,0.3538894057273865
53,0.8891193866729736,9.999999747378752e-05,0.34520214796066284,0.8796680569648743,0.3534312844276428
54,0.8879668116569519,9.999999747378752e-05,0.3427474796772003,0.8838174343109131,0.35389459133148193
55,0.8893499374389648,9.999999747378752e-05,0.3480794429779053,0.8817427158355713,0.3527703285217285
56,0.8888888955116272,9.999999747378752e-05,0.3433927297592163,0.8817427158355713,0.35207247734069824
57,0.8884278535842896,9.999999747378752e-05,0.34101662039756775,0.8796680569648743,0.3513881266117096
58,0.8934993147850037,9.999999747378752e-05,0.3376699388027191,0.8817427158355713,0.3517829179763794
59,0.8900414705276489,9.999999747378752e-05,0.33978593349456787,0.8817427158355713,0.350918710231781
60,0.8907330632209778,9.999999747378752e-05,0.33747056126594543,0.8796680569648743,0.3504473567008972
61,0.8918856382369995,9.999999747378752e-05,0.33656084537506104,0.8796680569648743,0.3500543534755707
62,0.8914245963096619,9.999999747378752e-05,0.337470680475235,0.8796680569648743,0.3499690890312195
63,0.8916551470756531,9.999999747378752e-05,0.3391599953174591,0.8796680569648743,0.3497293293476105
64,0.8939603567123413,9.999999747378752e-05,0.3352331817150116,0.8796680569648743,0.34931206703186035
65,0.8941908478736877,9.999999747378752e-05,0.335609495639801,0.8796680569648743,0.3491186499595642
66,0.8923466801643372,9.999999747378752e-05,0.3340010344982147,0.8796680569648743,0.3488173186779022
67,0.8914245963096619,9.999999747378752e-05,0.3322320878505707,0.8796680569648743,0.3486912250518799
68,0.8955739736557007,9.999999747378752e-05,0.3317980170249939,0.8817427158355713,0.3484419584274292
69,0.8932687640190125,9.999999747378752e-05,0.3321044147014618,0.8817427158355713,0.3484383225440979
70,0.893038272857666,9.999999747378752e-05,0.33039361238479614,0.8817427158355713,0.34824520349502563
71,0.894421398639679,9.999999747378752e-05,0.32877317070961,0.8796680569648743,0.3477949798107147
72,0.8955739736557007,9.999999747378752e-05,0.331686407327652,0.8796680569648743,0.3474031090736389
73,0.8921161890029907,9.999999747378752e-05,0.32962432503700256,0.8796680569648743,0.34729835391044617
74,0.8932687640190125,9.999999747378752e-05,0.3286523222923279,0.8796680569648743,0.34711456298828125
75,0.8941908478736877,9.999999747378752e-05,0.3303244411945343,0.8796680569648743,0.34632259607315063
76,0.8937298059463501,9.999999747378752e-05,0.3287366032600403,0.8796680569648743,0.34619227051734924
77,0.896496057510376,9.999999747378752e-05,0.32165586948394775,0.8796680569648743,0.34590068459510803
78,0.893038272857666,9.999999747378752e-05,0.3243837356567383,0.8796680569648743,0.3461003303527832
79,0.8934993147850037,9.999999747378752e-05,0.3278810977935791,0.8796680569648743,0.3456432819366455
80,0.8948824405670166,9.999999747378752e-05,0.3248197138309479,0.8796680569648743,0.3453139066696167
81,0.8960350155830383,9.999999747378752e-05,0.32181063294410706,0.8817427158355713,0.3453940451145172
82,0.8948824405670166,9.999999747378752e-05,0.32611772418022156,0.8817427158355713,0.3449360430240631
83,0.8958045244216919,9.999999747378752e-05,0.32460105419158936,0.8817427158355713,0.34408557415008545
84,0.8946518898010254,9.999999747378752e-05,0.32236671447753906,0.8838174343109131,0.344585120677948
85,0.8932687640190125,9.999999747378752e-05,0.32312899827957153,0.8817427158355713,0.34462863206863403
86,0.8976486921310425,9.999999747378752e-05,0.3226873278617859,0.8817427158355713,0.3443467617034912
87,0.8969570994377136,4.999999873689376e-05,0.3207896947860718,0.8838174343109131,0.3440592586994171
88,0.8953434824943542,4.999999873689376e-05,0.3240217864513397,0.8817427158355713,0.3437146842479706
89,0.8960350155830383,4.999999873689376e-05,0.3239598870277405,0.8817427158355713,0.3434414267539978
90,0.893038272857666,4.999999873689376e-05,0.32127615809440613,0.8838174343109131,0.3432498276233673
91,0.8960350155830383,4.999999873689376e-05,0.32015180587768555,0.8817427158355713,0.3429253399372101
92,0.8960350155830383,4.999999873689376e-05,0.3179497718811035,0.8838174343109131,0.34315407276153564
93,0.895112931728363,4.999999873689376e-05,0.3208642601966858,0.8817427158355713,0.3427656590938568
94,0.896496057510376,4.999999873689376e-05,0.3178206980228424,0.8796680569648743,0.34310901165008545
95,0.8978791832923889,4.999999873689376e-05,0.31667864322662354,0.8817427158355713,0.3427119255065918
96,0.8960350155830383,4.999999873689376e-05,0.31865596771240234,0.8817427158355713,0.34272223711013794
97,0.8946518898010254,2.499999936844688e-05,0.31591492891311646,0.8817427158355713,0.3427506685256958
98,0.8948824405670166,2.499999936844688e-05,0.3197362720966339,0.8817427158355713,0.34288644790649414
99,0.8981097340583801,2.499999936844688e-05,0.3192277252674103,0.8796680569648743,0.3428361415863037
100,0.8948824405670166,1.249999968422344e-05,0.31660598516464233,0.8796680569648743,0.3427782356739044
101,0.8978791832923889,1.249999968422344e-05,0.31670907139778137,0.8775933384895325,0.3427572250366211
102,0.895112931728363,1.249999968422344e-05,0.31887030601501465,0.8796680569648743,0.3428185284137726
103,0.8971876502037048,6.24999984211172e-06,0.31737974286079407,0.8796680569648743,0.34283143281936646
